ciclo_academico,tipo_de_est_programa,estatus_cursos,porcentaje_de_beca,porcentaje_des_matricula,monto_descuento_automatico,edad,sexo,discapacidad,porcentaje_de_discapacidades,numero_discapacidades,bim1_nota_metodologia_de_la_invest_y_tec,bim1_nota_computacion_y_sociedad,bim1_nota_fundamentos_de_tecnologias,bim1_nota_algoritmos_y_resolucion_de_pro,"bim1_nota_humanismo,_universidad_y_cultu",bim1_nota_fundamentos_matematicos,bim2_nota_metodologia_de_la_invest_y_tec,bim2_nota_computacion_y_sociedad,bim2_nota_fundamentos_de_tecnologias,bim2_nota_algoritmos_y_resolucion_de_pro,"bim2_nota_humanismo,_universidad_y_cultu",bim2_nota_fundamentos_matematicos,aab1_nota_metodologia_de_la_invest_y_tec,aab1_nota_computacion_y_sociedad,aab1_nota_fundamentos_de_tecnologias,aab1_nota_algoritmos_y_resolucion_de_pro,"aab1_nota_humanismo,_universidad_y_cultu",aab1_nota_fundamentos_matematicos,aab2_nota_metodologia_de_la_invest_y_tec,aab2_nota_computacion_y_sociedad,aab2_nota_fundamentos_de_tecnologias,aab2_nota_algoritmos_y_resolucion_de_pro,"aab2_nota_humanismo,_universidad_y_cultu",aab2_nota_fundamentos_matematicos,acdb1_nota_metodologia_de_la_invest_y_tec,acdb1_nota_computacion_y_sociedad,acdb1_nota_fundamentos_de_tecnologias,acdb1_nota_algoritmos_y_resolucion_de_pro,"acdb1_nota_humanismo,_universidad_y_cultu",acdb1_nota_fundamentos_matematicos,acdb2_nota_computacion_y_sociedad,acdb2_nota_fundamentos_de_tecnologias,acdb2_nota_algoritmos_y_resolucion_de_pro,"acdb2_nota_humanismo,_universidad_y_cultu",acdb2_nota_fundamentos_matematicos,apeb1_nota_metodologia_de_la_invest_y_tec,apeb1_nota_computacion_y_sociedad,apeb1_nota_fundamentos_de_tecnologias,apeb1_nota_algoritmos_y_resolucion_de_pro,"apeb1_nota_humanismo,_universidad_y_cultu",apeb1_nota_fundamentos_matematicos,apeb2_nota_computacion_y_sociedad,apeb2_nota_algoritmos_y_resolucion_de_pro,cluster,Componente_1,Componente_2,Componente_3
2,CONTINUO,CURSOS RETIRADOS,100,20,0.0,20,MUJER,NO,0,0,9.02,9.81,9.19,8.58,9.48,9.25,9.88,9.66,9.33,9.11,9.75,9.84,2.63,3.31,2.83,2.83,3.13,2.75,3.38,3.31,2.83,2.92,3.25,3.34,3.5,3.5,3.5,2.75,3.35,3.5,3.35,3.5,3.19,3.5,3.5,2.89,3.0,2.86,3.0,3.0,3.0,3.0,3.0,Bueno,-102.80247809431006,-44.170349632896766,37.5164306233478
1,NUEVO,CURSOS INSCRITOS,10,20,185.5,24,MUJER,NO,0,0,4.99,7.13,3.53,2.77,6.75,4.0,0.0,2.0,0.33,0.0,0.5,0.97,0.6,0.95,0.97,0.87,1.0,0.82,-1.0,0.5,0.33,-1.0,0.5,0.24,1.5,3.36,0.0,1.0,2.75,1.12,0.0,0.0,0.0,0.0,0.0,2.89,2.82,2.56,0.9,3.0,2.06,1.5,0.0,Regular,96.76296867301821,-4.990730399308535,4.482621100019799
1,NUEVO,CURSOS INSCRITOS,10,20,185.5,22,HOMBRE,NO,0,0,8.09,9.67,9.15,8.84,9.59,8.44,7.86,8.52,7.32,6.42,9.69,8.12,2.19,3.21,2.97,2.57,3.09,2.16,1.88,2.96,2.47,2.12,3.19,1.92,3.5,3.46,3.3,3.5,3.5,3.28,3.5,3.5,3.5,3.5,3.33,2.4,3.0,2.88,2.77,3.0,3.0,2.06,0.8,Bueno,97.19801319811289,-6.9158211262455165,4.178175305045341
2,CONTINUO,CURSOS INSCRITOS,100,20,0.0,24,HOMBRE,NO,0,0,7.89,7.27,8.54,8.12,8.85,8.46,8.05,8.56,8.8,6.7,8.94,8.2,1.39,3.0,2.14,2.17,2.5,2.31,1.7,2.7,2.3,1.76,2.44,2.02,3.5,1.5,3.5,3.25,3.35,3.15,3.5,3.5,2.56,3.5,3.35,3.0,2.77,2.9,2.7,3.0,3.0,2.36,2.38,Bueno,-102.89442073870892,-43.75613521267736,37.15860566533438
4,CONTINUO,CURSOS INSCRITOS,20,20,0.0,18,HOMBRE,NO,0,0,8.55,9.26,7.99,8.67,8.46,8.63,9.02,9.38,9.42,8.77,9.38,8.74,2.05,3.14,2.17,2.67,1.96,2.33,2.56,3.19,2.92,2.58,2.88,2.37,3.5,3.5,2.9,3.0,3.5,3.5,3.5,3.5,3.19,3.5,3.5,3.0,2.62,2.92,3.0,3.0,2.8,2.69,3.0,Bueno,-86.27695462752351,12.14342130570935,-16.30927620570344
4,CONTINUO,CURSOS INSCRITOS,100,20,0.0,18,MUJER,NO,0,0,7.92,7.88,6.93,8.48,9.66,8.56,7.43,8.81,8.42,7.49,10.0,8.36,1.89,2.88,1.93,2.83,3.31,2.23,1.94,3.06,2.42,2.5,3.5,2.21,3.1,2.15,2.5,2.65,3.35,3.33,2.75,3.0,3.19,3.5,3.15,2.93,2.85,2.5,3.0,3.0,3.0,3.0,1.8,Bueno,-102.8867232247604,-43.83449903596237,37.80280695611193
2,CONTINUO,CURSOS INSCRITOS,100,20,0.0,31,MUJER,NO,0,0,6.48,8.95,8.26,8.58,2.4,8.45,8.15,8.55,8.75,8.25,0.0,7.61,2.25,2.81,2.25,2.33,0.4,1.95,2.13,2.25,2.25,1.75,-1.0,1.75,2.73,3.5,3.13,3.25,2.0,3.5,3.3,3.5,3.5,0.0,2.86,1.5,2.64,2.88,3.0,-1.0,3.0,3.0,3.0,Bueno,-102.96298856080922,-43.2641772337836,36.53573437220508
4,CONTINUO,CURSOS INSCRITOS,40,20,0.0,23,HOMBRE,NO,0,0,9.13,9.23,9.34,9.17,9.31,9.57,9.06,9.49,9.4,8.02,9.5,9.17,2.63,2.88,3.0,2.67,2.81,3.07,2.56,3.06,2.9,2.42,3.0,2.79,3.5,3.35,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.5,3.38,3.0,3.0,2.84,3.0,3.0,3.0,2.93,2.2,Bueno,-90.38835001413617,-1.9859653154191839,-3.3416098596266304
3,CONTINUO,CURSOS INSCRITOS,50,20,0.0,26,HOMBRE,NO,0,0,8.08,9.07,8.0,8.89,8.6,8.24,8.45,9.09,9.25,8.54,8.55,8.59,1.98,3.06,2.1,2.39,2.15,1.74,2.06,2.94,2.75,2.75,2.25,2.09,3.1,3.38,3.1,3.5,3.45,3.5,3.3,3.5,3.19,3.5,3.5,3.0,2.63,2.8,3.0,3.0,3.0,2.85,2.6,Bueno,-92.50040644242753,-8.799339544830111,3.1310611329937394
1,CONTINUO,CURSOS INSCRITOS,10,20,0.0,31,HOMBRE,NO,0,0,6.11,6.44,6.32,6.6,8.61,8.43,3.04,5.89,3.84,3.13,6.8,7.97,1.91,3.14,2.32,2.33,2.11,2.5,1.84,2.89,2.64,2.08,2.5,2.27,3.15,0.3,1.45,3.25,3.5,2.93,1.5,0.0,0.03,3.3,2.98,1.05,3.0,2.55,1.02,3.0,3.0,1.5,1.02,Regular,-84.40960014797747,20.102988887113842,-24.26325256207826
2,CONTINUO,CURSOS INSCRITOS,10,100,149.22,22,HOMBRE,NO,0,0,7.74,9.56,-1.0,-1.0,9.63,-1.0,4.39,5.53,-1.0,-1.0,3.51,-1.0,2.94,3.28,-1.0,-1.0,3.13,-1.0,2.84,2.81,-1.0,-1.0,2.31,-1.0,3.3,3.28,-1.0,-1.0,3.5,-1.0,1.5,-1.0,-1.0,1.2,-1.0,1.5,3.0,-1.0,-1.0,3.0,-1.0,1.22,-1.0,Ruido,60.6506577140634,55.57304006158968,56.47165803837175
1,NUEVO,CURSOS INSCRITOS,100,20,0.0,26,MUJER,NO,0,0,2.85,3.23,5.34,3.5,7.05,5.76,4.86,4.0,7.0,2.93,5.5,3.8,1.25,1.94,0.9,1.5,0.75,0.67,0.95,1.0,1.0,0.93,1.0,0.8,1.6,0.0,1.8,1.0,3.3,3.09,1.5,3.0,1.0,3.5,0.0,0.0,1.29,2.64,1.0,3.0,2.0,1.5,1.0,Regular,-103.16815969007125,-42.56630853097264,37.20474448354875
1,NUEVO,CURSOS INSCRITOS,50,20,0.0,38,HOMBRE,NO,0,0,1.2,1.35,0.87,2.14,3.13,2.16,1.56,1.45,1.33,1.73,4.16,2.81,1.2,1.2,0.87,0.84,0.88,0.85,1.56,1.25,1.31,1.23,1.26,0.88,0.0,0.0,0.0,1.0,1.5,1.31,0.2,0.02,0.3,1.5,1.93,0.0,0.15,0.0,0.3,0.75,0.0,-1.0,0.2,Critico,-92.9885711792453,-6.594334241297316,2.3794735892250127
2,CONTINUO,CURSOS INSCRITOS,100,20,0.0,18,HOMBRE,NO,0,0,7.88,9.38,8.53,8.92,7.96,5.99,6.03,5.54,7.78,7.97,7.89,7.74,2.18,3.06,2.92,2.47,3.06,1.51,1.89,2.84,2.58,2.42,2.44,1.41,2.7,3.5,3.28,3.45,1.9,1.58,0.0,2.2,3.15,3.45,3.33,3.0,2.82,2.33,3.0,3.0,2.9,2.7,2.4,Bueno,-102.93939008754097,-43.56626585661612,37.8365066164913
4,CONTINUO,CURSOS INSCRITOS,50,20,0.0,32,HOMBRE,NO,0,0,8.6,9.44,8.29,8.63,9.69,8.72,8.94,9.54,9.67,9.19,9.75,9.59,2.1,3.09,2.29,2.98,3.19,2.57,2.44,3.19,3.17,3.0,3.25,3.09,3.5,3.5,3.3,2.75,3.5,3.15,3.5,3.5,3.19,3.5,3.5,3.0,2.85,2.7,2.9,3.0,3.0,2.85,3.0,Bueno,-92.44632648314554,-8.981697141116003,2.4940338071259576
1,NUEVO,CURSOS INSCRITOS,0,20,206.12,24,HOMBRE,NO,0,0,2.95,3.35,1.87,0.0,0.4,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.27,-1.0,0.4,0.31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2,1.35,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.5,-1.0,0.0,0.0,-1.0,-1.0,0.0,Critico,118.84179187433227,-0.14630206572475088,0.9385965839896492
1,NUEVO,CURSOS INSCRITOS,60,20,0.0,21,HOMBRE,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.06,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3,-1.0,0.0,-1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,Critico,-95.2488358615474,-12.901229132573045,11.051403631953143
1,NUEVO,CURSOS INSCRITOS,10,20,185.5,21,HOMBRE,NO,0,0,0.0,1.75,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.4,0.23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,-1.0,0.0,-1.0,-1.0,-1.0,0.0,Critico,96.54680998799876,-4.041132696820614,4.940030590230123
2,CONTINUO,CURSOS INSCRITOS,10,20,103.06,24,MUJER,NO,0,0,8.14,9.23,8.37,8.33,8.73,8.18,7.64,8.93,9.01,8.82,8.66,8.48,1.85,2.88,2.04,2.43,2.28,1.68,1.93,2.59,2.51,2.42,2.56,2.33,3.4,3.35,3.33,3.0,3.45,3.5,3.5,3.5,3.5,3.5,3.15,2.89,3.0,3.0,2.9,3.0,3.0,2.84,2.9,Bueno,16.57677678544553,4.716135388362874,-8.322565460970043
2,CONTINUO,CURSOS INSCRITOS,10,20,72.06,25,HOMBRE,NO,0,0,5.06,7.66,3.25,9.08,9.04,8.07,5.4,8.0,8.73,8.98,8.9,9.63,2.21,3.25,2.25,2.58,2.94,2.09,2.35,3.0,2.83,-1.0,3.0,3.49,1.5,1.5,1.0,3.5,3.1,2.98,2.0,2.9,3.4,3.5,3.27,1.35,2.91,-1.0,3.0,3.0,3.0,3.0,3.0,Bueno,-13.819534895808598,9.394322742789212,-13.037001243651247
4,CONTINUO,CURSOS INSCRITOS,8,20,168.47,22,HOMBRE,NO,0,0,8.85,9.65,8.64,9.51,9.03,9.54,8.55,8.82,9.39,9.01,8.51,9.37,2.76,3.15,2.51,3.01,2.53,3.21,2.05,2.98,2.89,3.01,2.21,3.04,3.2,3.5,3.3,3.5,3.5,3.33,3.5,3.5,3.5,3.5,3.33,2.89,3.0,2.83,3.0,3.0,3.0,2.34,2.5,Bueno,81.00819091216898,-3.3009896127627427,0.27617565878424727
2,CONTINUO,CURSOS CADUCADOS,18,20,185.5,23,HOMBRE,NO,0,0,9.02,9.49,8.64,9.27,8.91,9.27,8.49,9.34,9.33,9.0,9.63,9.02,2.59,3.2,2.5,3.0,2.81,3.38,1.99,3.14,2.83,2.5,3.13,2.81,3.5,3.5,3.3,3.5,3.5,2.89,3.5,3.5,3.5,3.5,3.21,2.93,2.79,2.84,2.77,2.6,3.0,2.7,3.0,Bueno,95.59548696978356,-12.735248045984367,9.455561034975549
3,CONTINUO,CURSOS INSCRITOS,0,20,67.67,20,HOMBRE,NO,0,0,7.95,9.48,8.43,8.95,8.88,9.26,8.43,9.33,9.5,8.16,8.26,8.6,1.85,3.26,2.45,2.65,2.78,2.96,2.08,3.05,3.0,2.18,2.56,2.1,3.1,3.5,3.3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.0,2.72,2.68,2.8,2.6,2.8,2.78,2.48,Bueno,-15.954137786076636,16.65493388386507,-19.959812530694382
4,CONTINUO,CURSOS INSCRITOS,20,20,120.82,22,HOMBRE,NO,0,0,9.09,9.7,9.67,9.75,9.69,9.5,8.78,9.73,9.67,9.11,9.88,8.36,2.59,3.38,3.25,3.25,3.19,3.0,2.5,3.5,3.17,2.92,3.38,2.56,3.5,3.5,3.5,3.5,3.5,3.5,3.3,3.5,3.19,3.5,2.8,3.0,2.82,2.92,3.0,3.0,3.0,2.93,3.0,Bueno,31.943994305142596,-5.0969993404287255,1.260826616131019
4,CONTINUO,CURSOS INSCRITOS,100,20,0.0,19,MUJER,NO,0,0,8.45,9.44,9.0,9.17,8.32,9.34,8.6,9.0,8.21,8.5,8.75,9.31,2.14,2.94,2.8,3.17,1.89,2.84,2.21,2.75,2.51,2.0,2.5,2.93,3.5,3.5,3.5,3.0,3.43,3.5,3.5,2.7,3.5,3.45,3.38,2.81,3.0,2.7,3.0,3.0,3.0,2.75,3.0,Bueno,-102.84556328424179,-43.97253154765272,37.64945605602657
1,NUEVO,CURSOS INSCRITOS,0,20,206.12,20,HOMBRE,NO,0,0,6.68,4.89,5.9,5.2,7.24,2.48,0.5,2.0,0.33,0.0,0.5,0.21,2.08,1.0,2.3,1.0,2.29,0.48,-1.0,0.5,0.33,-1.0,0.5,0.21,3.1,1.5,2.0,3.5,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.39,1.6,0.7,3.0,2.0,1.5,0.0,Regular,119.01454929755698,-0.9721712028355666,1.1560218355727185
2,CONTINUO,CURSOS INSCRITOS,60,20,31.23,18,HOMBRE,NO,0,0,7.4,9.16,8.99,7.01,9.53,8.22,6.8,9.41,5.75,4.35,7.75,8.23,2.0,3.13,2.72,2.41,3.13,2.22,2.44,3.06,2.75,2.35,3.25,2.41,2.4,3.43,3.3,3.2,3.4,3.0,3.5,1.8,1.0,3.5,3.09,3.0,2.6,2.97,1.4,3.0,3.0,2.85,1.0,Bueno,-64.10343351608846,-19.9627790774221,15.479512268430458
1,NUEVO,CURSOS INSCRITOS,0,20,206.12,39,HOMBRE,NO,0,0,4.01,6.11,5.25,2.3,4.5,3.29,0.0,1.4,0.27,0.0,0.3,0.0,1.91,3.33,1.85,2.3,2.5,2.29,-1.0,0.45,0.27,-1.0,0.3,-1.0,1.2,1.28,1.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.5,1.6,0.0,-1.0,1.0,0.95,0.0,Regular,118.98897889045439,-0.6345607933377382,-0.7207153180353993
1,NUEVO,CURSOS INSCRITOS,10,20,185.5,28,HOMBRE,NO,0,0,2.55,2.7,3.2,0.0,1.85,1.36,0.7,1.89,0.8,0.2,1.65,2.89,0.3,0.3,0.6,-1.0,0.35,0.52,0.7,0.9,0.8,0.2,0.75,0.27,1.5,0.9,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.9,1.58,0.75,1.5,1.6,0.0,-1.0,0.84,0.99,0.0,Critico,96.69222457246957,-4.6249857654951985,4.139002318825544
4,CONTINUO,CURSOS INSCRITOS,8,20,134.78,38,HOMBRE,NO,0,0,7.76,8.37,9.07,9.5,8.26,9.5,8.41,9.54,9.58,9.08,9.16,9.18,1.96,2.63,2.64,3.0,2.31,3.0,2.28,3.19,3.08,2.58,2.71,2.9,2.8,3.5,3.43,3.5,3.45,3.5,3.5,3.5,3.5,3.45,3.5,3.0,2.24,3.0,3.0,2.5,3.0,2.85,3.0,Bueno,48.06950486580515,1.5380021542793998,-6.418021052792194
4,CONTINUO,CURSOS INSCRITOS,8,20,179.7,27,HOMBRE,NO,0,0,8.44,9.78,8.6,9.55,9.14,9.26,8.76,9.29,9.33,9.0,9.74,8.48,2.64,3.31,2.5,3.05,2.69,2.93,2.56,3.19,2.83,2.5,3.44,2.28,2.8,3.5,3.1,3.5,3.45,3.33,3.1,3.5,3.5,3.5,3.33,3.0,2.97,3.0,3.0,3.0,3.0,3.0,3.0,Bueno,92.00301338485038,-4.893676533547912,1.4417742148687627
1,NUEVO,CURSOS INSCRITOS,0,20,206.12,22,HOMBRE,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,Critico,118.7696950700848,0.11148988996325272,1.1416688277038116
5,CONTINUO,CURSOS INSCRITOS,10,20,60.9,27,HOMBRE,NO,0,0,8.37,9.24,7.72,8.35,8.93,8.09,7.53,8.97,9.47,8.92,8.89,7.98,1.98,2.95,1.98,2.05,2.43,1.76,1.9,2.91,2.97,2.72,2.89,1.9,3.5,3.5,2.9,3.5,3.5,3.33,3.5,3.5,3.5,3.5,3.33,2.89,2.79,2.84,2.8,3.0,3.0,2.56,2.7,Bueno,-24.648751089559145,10.672718853779173,-14.896269234119385
2,CONTINUO,CURSOS INSCRITOS,60,20,160.71,20,HOMBRE,NO,0,0,8.56,9.69,-1.0,-1.0,-1.0,-1.0,8.94,9.38,-1.0,-1.0,-1.0,-1.0,2.06,3.19,2.57,2.96,2.69,3.11,2.44,2.88,0.93,0.9,1.0,0.9,3.5,3.5,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.13,3.5,3.5,3.33,3.0,-1.0,Ruido,62.199756045357084,-36.60025862896133,35.46527893014104
1,NUEVO,CURSOS INSCRITOS,10,20,185.5,35,HOMBRE,NO,0,0,7.26,9.06,9.01,6.75,9.34,8.93,2.5,2.35,5.97,2.2,7.25,3.58,2.66,3.04,2.51,3.1,2.84,3.08,0.8,0.85,0.97,0.8,1.0,0.71,3.1,3.2,3.5,2.75,3.5,3.33,0.0,2.0,0.0,3.45,0.0,1.5,2.82,3.0,0.9,3.0,2.52,1.5,1.4,Regular,97.02820881317157,-6.068351024276407,2.9826753690277568
3,CONTINUO,CURSOS INSCRITOS,10,20,154.23,23,HOMBRE,NO,0,0,7.59,8.88,8.77,8.54,8.55,8.57,2.75,1.44,7.33,4.43,5.61,5.5,-1.0,2.91,2.9,2.54,2.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.15,3.35,3.5,3.5,3.3,3.24,0.0,3.5,3.5,1.6,1.75,2.25,2.62,-1.0,2.5,-1.0,2.46,-1.0,-1.0,Regular,66.40454390596739,-1.580463774751017,-0.5655442436216931
1,NUEVO,CURSOS INSCRITOS,100,20,0.0,20,MUJER,NO,0,0,6.19,6.19,5.3,2.67,7.1,4.65,0.83,1.16,2.13,0.0,0.5,0.0,0.5,0.8,0.6,0.87,0.75,0.6,-1.0,0.3,0.33,-1.0,0.5,-1.0,2.8,3.35,2.5,1.0,3.45,1.05,0.0,1.8,0.0,0.0,0.0,2.89,2.04,2.2,0.8,2.9,3.0,0.86,0.0,Regular,-103.29447873726446,-42.04570197942512,37.98900558372166
4,NUEVO,CURSOS INSCRITOS,100,20,0.0,20,HOMBRE,NO,0,0,8.76,9.34,9.17,9.17,-1.0,-1.0,9.09,8.96,9.33,8.75,-1.0,-1.0,2.26,3.06,2.97,3.0,-1.0,-1.0,2.63,2.81,2.83,2.25,-1.0,-1.0,3.5,3.43,3.5,3.5,-1.0,-1.0,3.3,3.5,3.5,-1.0,-1.0,3.0,2.85,2.7,2.67,-1.0,-1.0,2.85,3.0,Ruido,-103.06431270533149,-42.74681999702532,37.954936296962195
2,CONTINUO,CURSOS INSCRITOS,40,20,127.5,20,HOMBRE,NO,0,0,8.78,9.88,8.7,9.12,9.69,9.33,9.06,9.69,8.57,8.77,9.36,9.5,2.28,3.38,2.5,3.08,3.19,3.0,2.56,3.19,2.67,2.67,3.06,3.0,3.5,3.5,3.5,3.5,3.5,3.33,3.5,2.9,3.5,3.3,3.5,3.0,3.0,2.7,2.54,3.0,3.0,3.0,2.6,Bueno,34.31171999457891,-20.01432347092963,15.977623359238015
3,CONTINUO,CURSOS CADUCADOS,40,20,127.5,30,HOMBRE,NO,0,0,9.31,9.88,9.5,9.92,9.51,9.5,7.93,9.56,9.52,9.83,9.88,9.86,2.81,3.38,3.0,3.42,3.06,3.0,2.93,3.06,3.42,3.33,3.38,3.36,3.5,3.5,3.5,3.5,3.45,3.5,3.5,3.1,3.5,3.5,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Bueno,34.355668076629314,-20.099916642912753,14.917640308021461
1,NUEVO,CURSOS INSCRITOS,30,20,148.74,34,MUJER,NO,0,0,7.55,9.14,5.14,6.48,8.94,8.55,7.39,8.75,8.37,3.82,9.2,8.52,1.86,2.89,1.9,2.48,2.44,2.46,1.86,2.64,2.22,1.92,2.75,2.14,2.8,3.5,0.4,3.0,3.5,3.09,3.3,3.15,0.9,3.45,3.38,2.89,2.75,2.84,1.0,3.0,3.0,2.81,1.0,Bueno,57.051982000316734,-15.46216273098752,11.086220378831321
3,CONTINUO,CURSOS CADUCADOS,10,100,78.35,35,HOMBRE,NO,0,0,8.53,7.75,8.93,9.25,9.58,8.87,9.27,9.26,9.37,9.25,7.19,9.22,2.43,3.25,2.75,3.25,3.08,2.61,2.81,3.06,3.17,2.75,2.69,2.81,3.1,1.5,3.2,3.0,3.5,3.26,3.2,3.2,3.5,3.5,3.41,3.0,3.0,2.98,3.0,3.0,3.0,3.0,3.0,Bueno,-8.173890089899224,63.550339419164025,43.89105049384588
4,CONTINUO,CURSOS INSCRITOS,10,20,197.36,28,HOMBRE,NO,0,0,8.69,9.44,8.86,8.83,9.06,9.38,8.88,9.38,9.52,8.58,9.56,8.71,2.19,2.94,2.83,2.83,2.56,2.88,2.38,2.88,3.17,2.08,3.06,2.5,3.5,3.5,3.13,3.0,3.5,3.5,3.5,3.35,3.5,3.5,3.21,3.0,3.0,2.9,3.0,3.0,3.0,3.0,3.0,Bueno,108.85964014278909,-8.778432464196163,5.333308483812416
3,CONTINUO,CURSOS INSCRITOS,10,20,121.89,30,HOMBRE,NO,0,0,8.4,9.35,8.6,7.82,9.81,9.71,5.8,9.69,6.19,5.17,7.94,8.79,2.5,3.0,3.0,2.92,3.31,3.38,2.45,3.19,2.89,3.17,3.44,3.17,2.9,3.5,2.6,3.5,3.5,3.33,3.5,3.3,1.0,3.5,2.62,3.0,2.85,3.0,1.4,3.0,3.0,3.0,1.0,Bueno,34.97663820294021,2.1882736296394643,-6.066420008873303
1,NUEVO,CURSOS INSCRITOS,0,20,363.53,31,MUJER,NO,0,0,4.21,4.9,5.68,7.83,7.76,8.17,2.53,5.95,2.93,3.83,3.45,6.91,1.86,2.55,1.88,2.58,1.61,2.06,0.9,0.95,0.93,1.83,0.5,0.71,1.6,1.2,1.6,2.25,3.15,3.15,3.5,2.0,1.0,1.95,3.33,0.75,1.15,2.2,3.0,3.0,2.96,1.5,1.0,Regular,273.1712796847661,-24.010915115575823,23.24721626953407
4,CONTINUO,CURSOS INSCRITOS,8,20,213.4,29,HOMBRE,NO,0,0,9.34,9.66,9.26,9.5,9.15,8.98,9.06,9.49,9.53,9.83,9.44,9.23,2.84,3.31,2.83,3.0,2.75,2.48,2.94,3.19,3.33,3.33,2.94,2.73,3.5,3.5,3.43,3.5,3.5,3.5,3.3,3.2,3.5,3.5,3.5,3.0,2.85,3.0,3.0,2.9,3.0,3.0,3.0,Bueno,124.98922633806177,-9.740080654420042,6.247611349707196
2,CONTINUO,CURSOS INSCRITOS,30,20,91.61,30,HOMBRE,NO,0,0,8.26,9.65,8.62,9.14,9.18,9.01,7.1,9.12,9.33,7.25,7.44,8.24,2.16,3.25,2.57,2.97,2.73,2.79,2.48,3.06,2.83,2.75,2.94,2.21,3.1,3.4,3.35,3.4,3.45,3.22,3.1,3.5,3.5,3.5,3.03,3.0,3.0,2.7,2.77,3.0,3.0,2.96,1.0,Bueno,1.2462794167471725,-7.6817133080947935,2.872495742811915
1,NUEVO,CURSOS INSCRITOS,10,20,185.5,32,HOMBRE,NO,0,0,5.1,4.96,4.43,1.87,3.95,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9,0.93,0.97,1.0,0.88,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.8,1.35,3.5,0.0,1.95,1.05,0.0,0.0,0.0,0.0,0.0,1.5,2.71,0.0,0.9,1.0,2.71,-1.0,0.0,Critico,96.71354886812478,-4.704496679131066,3.6606927122794315
1,NUEVO,CURSOS INSCRITOS,60,20,0.0,21,MUJER,NO,0,0,2.05,5.01,1.89,3.89,4.0,1.71,2.14,3.69,2.08,3.12,3.56,7.03,1.3,2.06,1.89,1.89,1.5,1.71,2.14,2.44,2.08,1.92,2.06,1.77,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,1.0,1.5,2.54,0.75,2.95,-1.0,1.0,1.0,-1.0,1.25,0.2,Regular,-94.97689060215505,-14.07175826244864,10.84189239764282
2,CONTINUO,CURSOS INSCRITOS,60,20,85.92,21,HOMBRE,NO,0,0,8.28,8.86,8.39,9.15,9.59,8.5,7.03,9.16,8.4,6.27,8.69,7.11,2.29,2.9,2.12,2.85,3.09,2.09,2.14,2.88,2.25,2.08,2.19,1.62,3.1,3.31,3.43,3.5,3.5,3.5,3.35,3.15,3.19,3.5,2.49,2.89,2.65,2.84,2.8,3.0,2.91,2.93,1.0,Bueno,-10.569186340187839,-27.85661469564359,23.24744045890726
1,NUEVO,CURSOS INSCRITOS,50,20,0.0,24,HOMBRE,NO,0,0,7.21,7.98,8.12,6.82,8.65,8.2,4.52,5.02,3.88,1.25,5.95,3.99,1.48,2.74,2.27,1.95,2.2,1.7,1.06,2.59,2.08,1.25,1.45,1.19,2.8,3.28,3.1,2.5,3.45,3.5,1.5,1.8,0.0,3.5,2.8,2.93,1.96,2.75,2.37,3.0,3.0,0.93,0.0,Regular,-92.71099363749023,-7.936363354904607,3.526681536847456
